Comment,VADER Sentiment,TextBlob Sentiment,Pattern Sentiment
yeah!! we're going to you know where in a hand basket!! thats why the dinosaur left earth!! they had big feet!! too big for this tiny earth!! ah!! nobody told you?? yeah!! al that rot about dinosaur dying and turning into oil is nonsense!! atoms.....they have small foot and make oil,Positive,Negative,Negative
a a person from africa i do not care about climate change.yes it is real but european were the first to industrialized. i say i am okay with the end because a an african i never enjoyed this world.this world wa always based on color and other dumb stuff. on an earth that i wa born in i cant even be allowed by white to just exist without discrimination. european always behaved liked they belonged more on earth than everyone else. they started the whole palestine israel chaos. i am trying to feed my family at great sacrifice. well some white guy will say wasnt it for white you' d still be living in the bush.maybe the bush wa the way human and nature could be at one.,Negative,Positive,Positive
you forgot to include the impact of intense animal farming...that is the biggest problem.,Negative,Positive,Positive
ask res for more $$.,Neutral,Positive,Positive
i couldn't listen due to concentrating his expression,Neutral,Negative,Negative
currently there ar two big global threat to human beings! 1 terrorism such a rampant isi 2 global warming! let's work together to deal with them first for our next generation !,Negative,Positive,Positive
yea ok climate change... drought so plant rose huh? oh heavy rain killing the rose huh?,Negative,Positive,Positive
"alla created all thing example flower, river",Positive,Neutral,Neutral
"forget nigeria, they bag a lot but can't wait to japan lol! forget south africa, they're headed into the abyss. forget ghana, they're on a chokehold of outrageous national debt. kenya seems to be the sub-sharon country that ha it sh*t together",Negative,Neutral,Neutral
"thank you bbc. kenya ha always led in horticulture. without kenya, the uk lovebirds, during valentine, might have had to use leaf a flower-replacement.",Positive,Neutral,Neutral
"thank you bbc. kenya ha always led in horticulture. without kenya, the uk lovebird might have had to use leaf a flower-replacement.",Positive,Neutral,Neutral
"what is up with these african beats, like c'mon it's 2024",Positive,Neutral,Neutral
"why are people salty on this comment section? you are used to documentary of how african country are suffering in poverty that you don't believe news on an african country that is prosperity? kenya is richer than most east european country for your information, if it wa a member of the eu it would not be the poorest.",Negative,Positive,Positive
i once visited derecho and wa amazed with horticulture and tea growing,Positive,Neutral,Neutral
exactly what fossil fuel are absolutely needed for [not] maybe there would be le climate change if buddy flower are not flying 'first class' all over the world?,Neutral,Positive,Positive
kudos sasha. kudos lima labs. kudos kenya. kudos china mccallum. kudos bbc.,Positive,Neutral,Neutral
so. buying these add to carbon burden. kenya is suffering from climate change .. ?,Negative,Neutral,Neutral
so artificial intelligence should control our food and flower agriculture instead of humans?,Positive,Negative,Negative
supreme court put trump back on the ballot. how i wish i could see the look on the face of the slug know-it-all people laughing in the comment section when told he'd be banned from running...lol,Positive,Neutral,Neutral
mercy kit stop lying and some job have been lost,Negative,Neutral,Neutral
since when ha using ai helped with climate change isn't it electronic with emissions.,Positive,Neutral,Neutral
"rose are enjoyable until you work with them. seriously. after 20 year of working with roses, i wa so sick of them. it took 10 year of not working with them, to be able to enjoy them again.",Neutral,Positive,Positive
save our planet,Positive,Neutral,Neutral
definelty inspiration from pakistan that managed to build a micro forest of trees.,Positive,Neutral,Neutral
the starving to death brit will love this story!,Negative,Positive,Positive
there wa peace and prosperity under trump,Positive,Neutral,Neutral
those flowerfarm use so much water that local society have a hard time with their wells.,Positive,Negative,Negative
